label,tweet
neutral,@VirginAmerica can you please get me to the new york area before monday afternoon
neutral,"@VirginAmerica on iPad and iPhone, clicking the CHECKIN link in the email I received at 24hrs before flight"
neutral,"@VirginAmerica itâ€™s just a bug report, guys"
neutral,@VirginAmerica any updates on flight 413 from Jfk &gt; Lax
neutral,@virginamerica spruce moose!
neutral,"@VirginAmerica If you'd love to see more girls be inspired to become pilots, RT our free WOAW event March 2-8 at ABQ. http://t.co/rfXlV1kGDh"
neutral,"@VirginAmerica beats expectations, shares take off - Santa Cruz Sentinel http://t.co/qm9dQbai6G"
neutral,@VirginAmerica any plans to start flying direct from DAL to LAS?
neutral,@VirginAmerica BIG Love/gratitude.mpower w/ http://t.co/1AGR9knCpf weRin #OSCARS2105 VIPswagbags@ #AvalonHollywood http://t.co/ybMbGs0dHn
neutral,@VirginAmerica Grand Budapest Hotel #OscarsCountdown
neutral,@VirginAmerica This is what you missed @NewsVP. Next trip to the 407.
neutral,@VirginAmerica shares rise on Q4 financial results - USA TODAY http://t.co/lFS4PEFE6y
neutral,@VirginAmerica Adds Pillows Instead of Lie-Flat Seats in First Class Arms Race http://t.co/rGYwJBbhm4
neutral,@VirginAmerica way to take advantage of #MayweatherPacquiao :)
neutral,@VirginAmerica you know I'm flying virgin for the fight #MayweatherPacquiao
neutral,@VirginAmerica shares up on 4Q results - @iol http://t.co/XZ6qeG3nef
neutral,@VirginAmerica what is your policy on flying after surgery?  I am still waiting for answer so I can tell me doctor.
neutral,@VirginAmerica I think i left something on the plane yesterday. who do i call...ah!
neutral,@VirginAmerica I need you to follow back in order to DM.
neutral,@VirginAmerica Need to start flying to @KCIAirport .  _Ÿ˜__Ÿ˜€_Ÿ˜ƒ_Ÿ˜„
neutral,@VirginAmerica they told to check with the airline regulation first so that is why I contacted you.
neutral,@VirginAmerica what is your policy on flying after surgery?
neutral,@VirginAmerica posts second consecutive full-year net profit - @ATWOnline http://t.co/tvB5zbzVhg
neutral,@VirginAmerica Results Handily Exceed Forecasts - @NYTimes http://t.co/gonmRwEM6I
neutral,"@VirginAmerica I applied for a position in @flyLAXairport ,and I was wondering if you guys received my application."
neutral,@VirginAmerica achieves a second year of profitability despite revenue pressure ... - @CAPA_Aviation http://t.co/zSuZTNAIJq
neutral,"@VirginAmerica gives positive outlook, but sees increased competition - @Reuters http://t.co/jEu7Od3eYJ"
neutral,@VirginAmerica weather delays &gt; next few weeks ;) #JFK #BOS #DCA
neutral,@VirginAmerica @madbee95 check the website before you go to the airport!
neutral,@VirginAmerica pilot says we expect a choppy landing in NYC due to some gusty winds w/a temperature of about 5 degrees &amp; w/the windchill -8
neutral,@VirginAmerica is saving my sanity right now: http://t.co/ELtBOLjUl9
neutral,@VirginAmerica missed my flight. How does standby work?
neutral,@VirginAmerica brought it all the way across the country today I see http://t.co/TKaUyGcPmS
neutral,@VirginAmerica are you ready!? Let's say it together.. 'Noooo turbulence today!' _Ÿ˜˜
neutral,@VirginAmerica can u help this _Ÿ‘¸ @FreyaBevan_Fund needs urgent treatment in_Ÿ‡º_Ÿ‡¸2y old battling cancer could u help with flights _Ÿ’—#freyasfund
neutral,@virginamerica may start service to Hawaii from #SanFrancisco this year http://t.co/yPo7nYpRZl #biztravel
neutral,@VirginAmerica add DTW and I'm sold!
neutral,@VirginAmerica momma I made it! _Ÿ˜Å_Ÿ˜Å_Ÿ˜Å
neutral,@VirginAmerica please contact me about portfolio left on flight VX 27 from JFK to SFO tonite seat 7AM. Need it returned. Call 914-329-0185.
neutral,@VirginAmerica help. I was On  Flight  27 from JKF tonight. seat 7C left portfolio. Need it back!!
neutral,@VirginAmerica @shrinerack Seattle bound. Wifey got me the duffle for vday. She's a keeper!!! Holla!!! http://t.co/JlOIbLnair
neutral,@VirginAmerica Debbie Baldwin gave a #rockstar performance of the safety demo this evening on VX919 #LAS2SFO #BestCrew #SheRocks
neutral,"@VirginAmerica Many Thanks for the Follow.#ourprincess #freyasfund #USA #Bandie Looking for Any Help_Ÿ˜ç_Ÿ_€_ŸŒè_Ÿ_€ http://t.co/UJfS9Zi6kd"
neutral,"@VirginAmerica Nice, Lofty View @flyLAXairport. #SilverStatus http://t.co/F4Tp0dAwbd"
neutral,@VirginAmerica is my new go to airline
neutral,"@VirginAmerica @VirginAtlantic @GMA @AmericanAir Can You Help #ourprincess in need of some help in #USA _Ÿ_€_Ÿ‡¬_Ÿ‡§_Ÿ_€_Ÿ‡º_Ÿ‡¸_Ÿ_€ http://t.co/778AzTDaer"
neutral,@VirginAmerica Flight Booking Problems flight to uphold my status match.  Do taxes on ticket count as earned status points?  #statusmatch #virginamerica
neutral,@VirginAmerica to jump into the #Dallas #Austin market http://t.co/SzR0pioA21
neutral,@virginamerica.. Can you help? Left my blazer in. Kooples jacket bag at 3rd row second seat from right gate 36 T3 lax.. Flight to sfo
neutral,@VirginAmerica partners with @Visa Checkout as mobile payment method to help boost mobile conversion rates #etailwest #payments #visa
neutral,@VirginAmerica i would like help with some flights please.
neutral,Bruh â€œ@VirginAmerica: @giannilee Turn down for what. #VXSafetyDanceâ€ù
neutral,@virginamerica Digging the swanky pink mood lighting during the flight from NYC to SFO.  Just needs a cabaret singer.  Think about it!
neutral,"@VirginAmerica Done, but I need the receipt ASAP. Could you please help? #150219-000114"
neutral,"@VirginAmerica Adds Pillows Instead of Lie-Flat Seats in First Class Arms Race http://t.co/SfjDuahx9Z by @skift"
neutral,"@VirginAmerica I just did, how can I DM? Do u have to also add me?"
